user_id,day,phase,age_group,verification_nudge,interaction_limit,persuasive_notifications_reduced,ai_unavailable,ai_prompts_per_day,micro_checks_per_day,screen_time_hours,continuous_use_minutes,breaks_taken,verification_complexity,verification_rate,reliance_type,accept_without_check,error_rate,decision_latency_seconds,decision_latency_with_ai_sec,decision_latency_without_ai_sec,confidence_without_ai,eye_dryness_score,neck_pain_score,headaches_per_week,ai_for_social_messages,mood_checkins,emotional_support_requests,serious_topics_with_ai,pii_shared,harmful_exposure_count,ai_reliance_baseline,planning_skill,online_intensity
1,1,AS-IS,15-17,0,0,0,0,22,57,4.470034000743158,37.58265552175537,6,medium,0.41888507130953884,underreliance,0,0.0,301.2311892265748,277.3689165607832,338.5230094072649,2.6035547868697884,3.556498097794953,3.1278355571385497,0.7665360054880992,1,1,0,0,1,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,2,AS-IS,15-17,0,0,0,0,19,52,4.735553283067975,47.37765066730514,4,medium,0.25390087399776856,underreliance,0,0.0,353.8275842054285,312.5410693490369,418.34990818838855,3.0384378619412042,3.5987728158975294,4.9490249328999045,1.4173817029256832,0,2,0,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,3,AS-IS,15-17,0,0,0,0,23,48,4.768425509995389,36.96419359010435,5,medium,0.32092800282770273,underreliance,0,0.06306156795822654,324.1425011521561,311.6431695232699,343.6763835283917,2.474758537942689,3.9610623952476005,4.111025459572344,1.399967658552626,0,4,1,0,1,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,4,AS-IS,15-17,0,0,0,0,21,46,5.383080023622125,56.97238454324987,5,low,0.43877379219908264,overreliance,1,0.24659350802836294,312.23082749895366,288.7011038734777,349.00294198411325,2.365198127466043,5.027841891132685,4.507173920186744,1.6850400612234335,0,0,1,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,5,AS-IS,15-17,0,0,0,1,4,16,2.9681577669669768,8.759932958515584,5,low,0.19033670776588368,overreliance,0,0.23206180441122926,459.33842715955984,238.47359846502027,434.33842715955984,2.1435636549558432,1.7776326017275452,1.5654903144812136,1.0613411781685955,0,0,0,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,6,AS-IS,15-17,0,0,0,0,25,69,6.11165694288503,45.81677393781611,6,medium,0.29911007129865125,overreliance,0,0.18949758626606497,359.4478727054394,301.68953965958093,449.7122578312685,2.996992478654134,3.3633585735990703,3.8373164677668616,1.3305580989278967,1,3,1,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,7,AS-IS,15-17,0,0,0,0,23,57,5.52332116530764,58.69788864159486,4,low,0.3571621284252097,overreliance,1,0.21169171245581087,343.2962121944314,311.2615329815403,393.3598215364626,3.1697007591166293,3.718795417164762,3.657157711437144,0.662371919201414,0,1,0,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,8,AS-IS,15-17,0,0,0,1,6,18,2.7333794820284703,30.721818694192034,5,low,0.27419760974839535,underreliance,0,0.14652078381008246,425.21766166685023,294.5025694114874,400.21766166685023,1.804109093219953,2.2469196734549537,1.9078201177094434,0.8088487537470893,0,0,0,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,9,AS-IS,15-17,0,0,0,0,15,42,5.058780275834764,57.05985975764739,4,medium,0.3667794935173902,overreliance,1,0.2080726500243435,327.2796035924607,281.6945130811604,398.5197164717717,2.7832199232423074,3.6325584743172357,2.7075652566734583,2.175325615724377,0,1,0,1,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,10,AS-IS,15-17,0,0,0,0,14,41,4.77888539100503,51.71609689736295,6,low,0.44404794356383326,overreliance,0,0.09279275052105165,334.0510762079465,299.2422984924537,388.4500304675158,2.7782684004606764,3.976839673374046,3.8767781069877567,1.124772426015864,1,1,1,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
1,11,AS-IS,15-17,0,0,0,0,12,45,3.7908170603706184,39.915522439916764,6,high,0.13982753065772685,overreliance,1,0.30136404090361624,343.17265469739095,299.48959215509217,411.4402893893945,2.7967788729129417,1.9550211536264,2.7774622985477757,1.6525456900575048,0,5,1,0,0,0,0.5996681482493097,0.2168122053618601,0.5289297931266339
